0101_063	rachel	daddy , i just i can 't marry him i 'm sorry . i just don 't love him . well , it matters to me

0101_065	phoebe	if i let go of my hair , my head will fall off .
0101_066	chandler	ooh , she should not be wearing those pants .
0101_067	joey	i say push her down the stairs .
0101_068	phoebe, ross, chandler, and joey	push her down the stairs push her down the stairs push her down the stairs

0101_070	rachel	c 'mon daddy , listen to me it 's like , it 's like , all of my life , everyone has always told me , you 're a shoe you 're a shoe , you 're a shoe , you 're a shoe . and today i just stopped and i said , what if i don 't wanna
0101_071	ross	you can see where he 'd have trouble .
0101_072	rachel	look daddy , it 's my life . well maybe i 'll just stay here with monica .
0101_073	monica	well , i guess we 've established who 's staying here with monica
0101_074	rachel	well , maybe that 's my decision . well , maybe i don 't need your money . wait wait , i said maybe

0101_076	monica	just breathe , breathe that 's it . just try to think of nice calm things
0101_077	phoebe	raindrops on roses and rabbits and kittens , bluebells and sleighbells and- something with mittens la la la la something and noodles with string . these are a few
0101_078	rachel	i 'm all better now .
0101_079	phoebe	i helped
0101_080	monica	okay , look , this is probably for the best , y 'know ? independence . taking control of your life . the whole , hat thing .
0101_081	joey	and hey , you need anything , you can always come to joey . me and chandler live across the hall . and he 's away a lot .
0101_082	monica	joey , stop hitting on her it 's her wedding day
0101_083	joey	what , like there 's a rule or something ?

0101_085	chandler	please don 't do that again , it 's a horrible sound .
0101_086	paul	it 's , uh , it 's paul .
0101_087	monica	oh god , is it 6 30 ? buzz him in
0101_088	joey	who 's paul ?
0101_089	ross	paul the wine guy , paul ?
0101_090	monica	maybe . joey wait . your not a real date tonight is with paul the wine guy ?
0101_091	ross	he finally asked you out ?
0101_092	monica	yes
0101_093	chandler	ooh , this is a dear diary moment .
0101_094	monica	rach , wait , i can cancel
0101_095	rachel	please , no , go , that 'd be fine
0101_096	monica	are , are you okay ? i mean , do you want me to stay ?
0101_097	ross	that 'd be good
0101_098	monica	really ?
0101_099	ross	no , go on it 's paul the wine guy
0101_100	phoebe	what does that mean ? does he sell it , drink it , or just complain a lot ?

0101_102	monica	hi , come in paul , this is everybody , everybody , this is paul .
0101_103	all	hey paul hi the wine guy hey
0101_104	chandler	i 'm sorry , i didn 't catch your name . paul , was it ?
0101_105	monica	okay , umm-umm , i 'll just--i 'll be right back , i just gotta go ah , go ah
0101_106	ross	a wandering ?
0101_107	monica	change okay , sit down . two seconds .
0101_108	phoebe	ooh , i just pulled out four eyelashes . that can 't be good .

0101_110	joey	hey , paul
0101_111	paul	yeah ?
0101_112	joey	here 's a little tip , she really likes it when you rub her neck in the same spot over and over and over again until it starts to get a little red .
0101_113	monica	shut up , joey
0101_114	ross	so rachel , what 're you , uh what 're you up to tonight ?
0101_115	rachel	well , i was kinda supposed to be headed for aruba on my honeymoon , so nothing
0101_116	ross	right , you 're not even getting your honeymoon , god no , no , although , aruba , this time of year talk about your- -big lizards anyway , if you don 't feel like being alone tonight , joey and chandler are coming over to help me put together my new furniture .
0101_117	chandler	yes , and we 're very excited about it .
0101_118	rachel	well actually thanks , but i think i 'm just gonna hang out here tonight . it 's been kinda a long day .
0101_119	ross	okay , sure .
0101_120	joey	hey pheebs , you wanna help ?
0101_121	phoebe	oh , i wish i could , but i don 't want to .

0101_124	phoebe	love is sweet as summer showers , love is a wondrous work of art , but your love oh your love , your love is like a giant pigeon crapping on my heart . la-la-la-la-la- thank you . la-la-la-la ohhh

0101_126	ross	i 'm supposed to attach a brackety thing to the side things , using a bunch of these little worm guys . i have no brackety thing , i see no whim guys whatsoever and- i cannot feel my legs .

0101_128	joey	i 'm thinking we 've got a bookcase here .
0101_129	chandler	it 's a beautiful thing .
0101_130	joey	what 's this ?
0101_131	chandler	i would have to say that is an l -shaped bracket .
0101_132	joey	which goes where ?
0101_133	chandler	i have no idea .

0101_135	joey	done with the bookcase
0101_136	chandler	all finished
0101_137	ross	this was carol 's favorite beer . she always drank it out of the can , i should have known .
0101_138	joey	hey-hey-hey-hey , if you 're gonna start with that stuff we 're outta here .
0101_139	chandler	yes , please don 't spoil all this fun .
0101_140	joey	ross , let me ask you a question . she got the furniture , the stereo , the good tv- what did you get ?
0101_141	ross	you guys .
0101_142	chandler	oh , god .
0101_143	joey	you got screwed .
0101_144	chandler	oh my god

0101_146	monica	oh my god
0101_147	paul	i know , i know , i 'm such an idiot . i guess i should have caught on when she started going to the dentist four and five times a week . i mean , how clean can teeth get ?
0101_148	monica	my brother 's going through that right now , he 's such a mess . how did you get through it ?
0101_149	paul	well , you might try accidentally breaking something valuable of hers , say her-
0101_150	monica	-leg ?
0101_151	paul	that 's one way me , i- i went for the watch .
0101_152	monica	you actually broke her watch ? wow the worst thing i ever did was , i-i shredded by boyfriend 's favorite bath towel .
0101_153	paul	ooh , steer clear of you .
0101_154	monica	that 's right .
0101_155	rachel	barry , i 'm sorry i am so sorry i know you probably think that this is all about what i said the other day about you making love with your socks on , but it isn 't it isn 't , it 's about me , and i ju- hi , machine cut me off again anyway look ,

0101_157	ross	i 'm divorced i 'm only 26 and i 'm divorced
0101_158	joey	shut up
0101_159	chandler	you must stop
0101_160	ross	that only took me an hour .
0101_161	chandler	look , ross , you gotta understand , between us we haven 't had a relationship that has lasted longer than a mento . you , however have had the love of a woman for four years . four years of closeness and sharing at the end of which she ripped your heart out , and that is why we
0101_162	ross	you know what the scariest part is ? what if there 's only one woman for everybody , y 'know ? i mean what if you get one woman- and that 's it ? unfortunately in my case , there was only one woman- for her
0101_163	joey	what are you talking about ? one woman ? that 's like saying there 's only one flavor of ice cream for you . lemme tell you something , ross . there 's lots of flavors out there . there 's rocky road , and cookie dough , and bing cherry vanilla . you could get em with jimmies ,
0101_164	ross	i honestly don 't know if i 'm hungry or horny .
0101_165	chandler	stay out of my freezer
0101_166	paul	ever since she walked out on me , i , uh
0101_167	monica	what ? what , you wanna spell it out with noodles ?
0101_168	paul	no , it 's , it 's more of a fifth date kinda revelation .
0101_169	monica	oh , so there is gonna be a fifth date ?
0101_170	paul	isn 't there ?
0101_171	monica	yeah yeah , i think there is . -what were you gonna say ?
0101_172	paul	well , ever-ev- ever since she left me , um , i haven 't been able to , uh , perform . sexually .
0101_173	monica	oh god , oh god , i am sorry i am so sorry
0101_174	paul	it 's okay
0101_175	monica	i know being spit on is probably not what you need right now . um how long ?
0101_176	paul	two years .
0101_177	monica	wow i 'm-i 'm-i 'm glad you smashed her watch
0101_178	paul	so you still think you , um might want that fifth date ?
0101_179	monica	yeah . yeah , i do .

0101_181	priest on tv	we are gathered here today to join joanne louise cunningham and charles , chachi-chachi-chachi , arcola in the bound of holy matrimony .
0101_182	rachel	oh see but joanne loved chachi that 's the difference

0101_184	ross	grab a spoon . do you know how long it 's been since i 've grabbed a spoon ? do the words billy , don 't be a hero mean anything to you ?
0101_185	joey	great story but , i uh , i gotta go , i got a date with andrea--angela--andrea oh man ,
0101_186	chandler	angela 's the screamer , andrea has cats .
0101_187	joey	right . thanks . it 's june . i 'm outta here .
0101_188	ross	y 'know , here 's the thing . even if i could get it together enough to- to ask a woman out , who am i gonna ask ?

0101_192	rachel	isn 't this amazing ? i mean , i have never made coffee before in my entire life .
0101_193	chandler	that is amazing .
0101_194	joey	congratulations .
0101_195	rachel	y 'know , i figure if i can make coffee , there isn 't anything i can 't do .
0101_196	chandler	if can invade poland , there isn 't anything i can 't do .
0101_197	joey	listen , while you 're on a roll , if you feel like you gotta make like a western omelet or something although actually i 'm really not that hungry
0101_198	monica	oh good , lenny and squigy are here .
0101_199	all	morning . good morning .
0101_200	paul	morning .
0101_201	joey	morning , paul .
0101_202	rachel	hello , paul .
0101_203	chandler	hi , paul , is it ?

0101_205	paul	thank you thank you so much
0101_206	monica	stop
0101_207	paul	no , i 'm telling you last night was like umm , all my birthdays , both graduations , plus the barn raising scene in witness .
0101_208	monica	we 'll talk later .
0101_209	paul	yeah . thank you .
0101_210	joey	that wasn 't a real date ? what the hell do you do on a real date ?
0101_211	monica	shut up , and put my table back .
0101_212	all	okayyy
0101_213	chandler	all right , kids , i gotta get to work . if i don 't input those numbers , it doesn 't make much of a difference
0101_214	rachel	so , like , you guys all have jobs ?
0101_215	monica	yeah , we all have jobs . see , that 's how we buy stuff .
0101_216	joey	yeah , i 'm an actor .
0101_217	rachel	wow would i have seen you in anything ?
0101_218	joey	i doubt it . mostly regional work .
0101_219	monica	oh wait , wait , unless you happened to catch the reruns production of pinocchio , at the little theater in the park .
0101_220	joey	look , it was a job all right ?
0101_221	chandler	'look , gippetto , i 'm a real live boy .
0101_222	joey	i will not take this abuse .
0101_223	chandler	you 're right , i 'm sorry . once i was a wooden boy , a little wooden boy
0101_224	joey	you should both know , that he 's a dead man . oh , chandler ?
0101_225	monica	so how you doing today ? did you sleep okay ? talk to barry ? i can 't stop smiling .
0101_226	rachel	i can see that . you look like you slept with a hanger in your mouth .
0101_227	monica	i know , he 's just so , so do you remember you and tony demarco ?
0101_228	rachel	oh , yeah .
0101_229	monica	well , it 's like that . with feelings .
0101_230	rachel	oh wow . are you in trouble .
0101_231	monica	big time
0101_232	rachel	want a wedding dress ? hardly used .
0101_233	monica	i think we are getting a little ahead of selves here . okay . okay . i am just going to get up , go to work and not think about him all day . or else i 'm just gonna get up and go to work .
0101_234	rachel	oh , look , wish me luck
0101_235	monica	what for ?
0101_236	rachel	i 'm gonna go get one of those job things .

0101_239	frannie	hey , monica
0101_240	monica	hey frannie , welcome back how was florida ?
0101_241	frannie	you had sex , didn 't you ?
0101_242	monica	how do you do that ?
0101_243	frannie	oh , i hate you , i 'm pushing my aunt roz through parrot jungle and you 're having sex so ? who ?
0101_244	monica	you know paul ?
0101_245	frannie	paul the wine guy ? oh yeah , i know paul .
0101_246	monica	you mean you know paul like i know paul ?
0101_247	frannie	are you kidding ? i take credit for paul . y 'know before me , there was no snap in his turtle for two years .

0101_249	joey	of course it was a line
0101_250	monica	why ? why ? why , why would anybody do something like that ?
0101_251	ross	i assume we 're looking for an answer more sophisticated than to get you into bed .
0101_252	monica	i hate men i hate men
0101_253	phoebe	oh no , don 't hate , you don 't want to put that out into the universe .
0101_254	monica	is it me ? is it like i have some sort of beacon that only dogs and men with severe emotional problems can hear ?
0101_255	phoebe	all right , c 'mere , gimme your feet .
0101_256	monica	i just thought he was nice , y 'know ?
0101_257	joey	i can 't believe you didn 't know it was a line

0101_259	rachel	guess what ?
0101_260	ross	you got a job ?
0101_261	rachel	are you kidding ? i 'm trained for nothing i was laughed out of twelve interviews today .
0101_262	chandler	and yet you 're surprisingly upbeat .
0101_263	rachel	you would be too if you found john and david boots on sale , fifty percent off
0101_264	chandler	oh , how well you know me
0101_265	rachel	they 're my new i don 't need a job , i don 't need my parents , i 've got great boots boots
0101_266	monica	how 'd you pay for them ?
0101_267	rachel	uh , credit card .
0101_268	monica	and who pays for that ?
0101_269	rachel	um my father .

0101_271	rachel	oh god , come on you guys , is this really necessary ? i mean , i can stop charging anytime i want .
0101_272	monica	c 'mon , you can 't live off your parents your whole life .
0101_273	rachel	i know that . that 's why i was getting married .
0101_274	phoebe	give her a break , it 's hard being on your own for the first time .
0101_275	rachel	thank you .
0101_276	phoebe	you 're welcome . i remember when i first came to this city . i was fourteen . my mom had just killed herself and my step-dad was back in prison , and i got here , and i didn 't know anybody . and i ended up living with this albino guy who was , like , cleaning windshields

0101_278	ross	the word you 're looking for is anyway
0101_279	monica	all right , you ready ?
0101_280	rachel	no . no , no , i 'm not ready how can i be ready ? hey , rach you ready to jump out the airplane without your parachute ? come on , i can 't do this
0101_281	monica	you can , i know you can
0101_282	rachel	i don 't think so .
0101_283	ross	come on , you made coffee you can do anything
0101_284	ross	c 'mon , cut . cut , cut , cut ,
0101_285	all	cut , cut , cut , cut , cut , cut , cut
0101_286	rachel	y 'know what ? i think we can just leave it at that . it 's kinda like a symbolic gesture
0101_287	monica	rachel that was a library card
0101_288	all	cut , cut , cut , cut , cut , cut , cut
0101_289	chandler	y 'know , if you listen closely , you can hear a thousand retailers scream .

0101_291	monica	welcome to the real world it sucks . you 're gonna love it

0101_293	monica	well , that 's it you gonna crash on the couch ?
0101_294	ross	no . no , i gotta go home sometime .
0101_295	monica	you be okay ?
0101_296	ross	yeah .
0101_297	rachel	hey mon , look what i just found on the floor . what ?
0101_298	monica	that 's paul 's watch . you just put it back where you found it . oh boy . alright . goodnight , everybody .
0101_299	ross and rachel	goodnight .

0101_301	ross	mmm . oh , no-
0101_302	rachel	sorry-
0101_303	ross	no no no , go-
0101_304	rachel	no , you have it , really , i don 't want it-
0101_305	ross	split it ?
0101_306	rachel	okay .
0101_307	ross	okay . you know you probably didn 't know this , but back in high school , i had a , um , major crush on you .
0101_308	rachel	i knew .
0101_309	ross	you did oh i always figured you just thought i was monica 's geeky older brother .
0101_310	rachel	i did .
0101_311	ross	oh . listen , do you think- and try not to let my intense vulnerability become any kind of a factor here- but do you think it would be okay if i asked you out ? sometime ? maybe ?
0101_312	rachel	yeah , maybe
0101_313	ross	okay okay , maybe i will
0101_314	rachel	goodnight .
0101_315	ross	goodnight .

0101_317	monica	see ya waitwait , what 's with you ?
0101_318	ross	i just grabbed a spoon .

0101_321	joey	i can 't believe what i 'm hearing here .
0101_322	phoebe	i can 't believe what i 'm hearing here
0101_323	monica	what ? i-i said you had a-
0101_324	phoebe	what i said you had
0101_325	monica	would you stop ?
0101_326	phoebe	oh , was i doing it again ?
0101_327	all	yes
0101_328	monica	i said that you had a nice butt , it 's just not a great butt .
0101_329	joey	oh , you wouldn 't know a great butt if it came up and bit ya .
0101_330	ross	there 's an image .
0101_331	rachel	would anybody like more coffee ?
0101_332	chandler	did you make it , or are you just serving it ?
0101_333	rachel	i 'm just serving it .
0101_334	all	yeah . yeah , i 'll have a cup of coffee .
0101_335	chandler	kids , new dream i 'm in las vegas .
0101_336	customer	ahh , miss ? more coffee ?
0101_337	rachel	ugh . excuse me , could you give this to that guy over there ? go ahead . thank you . sorry . okay , las vegas .
0101_338	chandler	okay , so , i 'm in las vegas i 'm liza minelli-

0102_002	monica	what you guys don 't understand is , for us , kissing is as important as any part of it .
0102_003	joey	yeah , right y 'serious ?
0102_004	phoebe	oh , yeah
0102_005	rachel	everything you need to know is in that first kiss .
0102_006	monica	absolutely .
0102_007	chandler	yeah , i think for us , kissing is pretty much like an opening act , y 'know ? i mean it 's like the stand-up comedian you have to sit through before pink floyd comes out .
0102_008	ross	yeah , and-and it 's not that we don 't like the comedian , it 's that-that that 's not why we bought the ticket .
0102_009	chandler	the problem is , though , after the concert 's over , no matter how great the show was , you girls are always looking for the comedian again , y 'know ? i mean , we 're in the car , we 're fighting traffic basically just trying to stay awake .
0102_010	rachel	yeah , well , word of advice bring back the comedian . otherwise next time you 're gonna find yourself sitting at home , listening to that album alone .
0102_011	joey	are we still talking about sex ?

0102_014	ross	no , it 's good , it is good , it 's just that- mm- doesn 't she seem a little angry ?
0102_015	marsha	well , she has issues .
0102_016	ross	does she .
0102_017	marsha	he 's out banging other women over the head with a club , while she sits at home trying to get the mastodon smell out of the carpet
0102_018	ross	marsha , these are cave people . okay ? they have issues like gee , that glacier 's getting kinda close . see ?
0102_019	marsha	speaking of issues , isn 't that your ex-wife ?

0102_021	ross	no . no .
0102_022	marsha	yes , it is . carol hi
0102_023	ross	okay , okay , yes , it is . how about i 'll , uh , catch up with you in the ice age .

0102_025	ross	hi .
0102_026	carol	so .
0102_027	ross	you look great . i , uh i hate that .
0102_028	carol	sorry . you look good too .
0102_029	ross	ah , well , in here , anyone who stands erect so what 's new ? still , uh
0102_030	carol	a lesbian ?
0102_031	ross	well you never know . how 's , um how 's the family ?
0102_032	carol	marty 's still totally paranoid . oh , and , uh-
0102_033	ross	why- why are you here , carol ?
0102_034	carol	i 'm pregnant .
0102_035	ross	pregnant ?

0102_037	chandler	oh , i think this is the episode of three 's company where there 's some kind of misunderstanding .
0102_038	phoebe	then i 've already seen this one
0102_039	monica	are you through with that ?
0102_040	joey	yeah , sorry , the swallowing slowed me down .
0102_041	monica	whose little ball of paper is this ?
0102_042	chandler	oh , uh , that would be mine . see , i wrote a note to myself , and then i realised i didn 't need it , so i balled it up and now i wish i was dead .

0102_044	phoebe	she 's already fluffed that pillow monica , you know , you 've already fluffed that- -but , it 's fine
0102_045	monica	look , i 'm sorry , guys , i just don 't wanna give them any more ammunition than they already have .
0102_046	chandler	yes , and we all know how cruel a parent can be about the flatness of a child 's pillow .
0102_047	phoebe	monica- hi um , monica , you 're scaring me . i mean , you 're like , you 're like all chaotic and twirly . and not-not in a good way .
0102_048	joey	yeah , calm down . you don 't see ross getting all chaotic and twirly every time they come .
0102_049	monica	that 's because as far as my parents are concerned , ross can do no wrong . y 'see , he 's the prince . apparently they had some big ceremony before i was born .
0102_050	chandler	ew , ew , ew , ew ew ew ew ew
0102_051	monica	what ?
0102_052	chandler	ugly naked guy got a thighmaster
0102_053	all	eeaagh

0102_055	rachel	has anybody seen my engagement ring ?
0102_056	phoebe	yeah , it 's beautiful .
0102_057	rachel	oh god , oh god , oh god oh god oh god oh god
0102_058	phoebe	no , look , don 't touch that
0102_059	rachel	oh , like i wasn 't dreading tomorrow enough , having to give it back to him hi barry remember me ? i 'm the girl in the veil who stomped on your heart in front of your entire family oh god and now i 'm gonna have to return the ring , without the ring , which makes it
0102_060	monica	easy rach , we 'll find it . won 't we
0102_061	chandler and joey	oh yeah
0102_062	joey	alright , when 'd'ya have it on last ?
0102_063	phoebe	doy probably right before she lost it
0102_064	chandler	you don 't get a lot of doy these days
0102_065	rachel	i know i had it this morning , and i know i had it when i was in the kitchen with
0102_066	chandler	dinah ?
0102_067	rachel	ohhhhh , don 't be mad
0102_068	monica	you didn 't .
0102_069	rachel	oh , i am sorry
0102_070	monica	i gave you one job
0102_071	rachel	oh , but look how straight those noodles are
0102_072	chandler	now , monica , you know that 's not how you look for an engagement ring in a lasagne
0102_073	monica	i just can 't do it .
0102_074	chandler	boys ? we 're going in .

0102_076	ross	hi .
0102_077	monica	wow . that is not a happy hi .
0102_078	ross	carol 's pregnant .
0102_079	phoebe	ooh i found it
0102_080	monica	w-w-wh- wha- w-w-w-
0102_081	ross	yeah . do that for another two hours , you might be where i am right about now .
0102_082	chandler	kinda puts that whole pillow thing in perspective , huh , mon ?
0102_083	rachel	well now , how-how do you fit into this whole thing ?
0102_084	ross	well , carol says she and susan want me to be involved , but if i 'm not comfortable with it , i don 't have to be involved basically it 's entirely up to me .
0102_085	phoebe	she is so great i miss her .
0102_086	monica	what does she mean by involved ?
0102_087	chandler	i mean presumably , the biggest part of your job is done .
0102_088	ross	anyway , they want me to go down to this- sonogram thing with them tomorrow .
0102_089	rachel	so what are you gonna do ?
0102_090	ross	i have no idea . no matter what i do , though , i 'm still gonna be a father .

0102_092	joey	well , this is still ruined , right ?

0102_094	mrs. geller	oh , martha ludwin 's daughter is gonna call you . mmm what 's that curry taste ?
0102_095	monica	curry .
0102_096	mrs. geller	mmmm
0102_097	ross	i- i think they 're great i , i really do .
0102_098	mr. geller	do you remember the ludwins ? the big one had a thing for you , didn 't she ?
0102_099	mrs. geller	they all had a thing for him .
0102_100	ross	aw , mom
0102_101	monica	i 'm sorry , why is this girl going to call me ?
0102_102	mrs. geller	oh , she just graduated , and she wants to be something in cooking , or food , or i don 't know . anyway , i told her you had a restaurant-
0102_103	monica	no mom , i don 't have a restaurant , i work in a restaurant .
0102_104	mrs. geller	well , they don 't have to know that
0102_105	monica	ross , could you come and help me with the spaghetti , please ?
0102_106	ross	yeah .
0102_107	mrs. geller	oh , we 're having spaghetti that 's easy .
0102_108	monica	i know this is going to sound unbelievably selfish , but , were you planning on bringing up the whole baby lesbian thing ? because i think it might take some of the heat off me .

0102_110	mrs. geller	what that rachel did to her life we ran into her parents at the club , they were not playing very well .
0102_111	mr. geller	i 'm not gonna tell you what they spent on that wedding but forty thousand dollars is a lot of money
0102_112	mrs. geller	well , at least she had the chance to leave a man at the altar
0102_113	monica	what 's that supposed to mean ?
0102_114	mrs. geller	nothing it 's an expression .
0102_115	monica	no it 's not .
0102_116	mr. geller	don 't listen to your mother . you 're independent , and you always have been even when you were a kid and you were chubby , and you had no friends , you were just fine and you would read alone in your room , and your puzzles

0102_118	mr. geller	look , there are people like ross who need to shoot for the stars , with his museum , and his papers getting published . other people are satisfied with staying where they are- i 'm telling you , these are the people who never get cancer .

0102_120	mr. geller	and i read about these women trying to have it all , and i thank god our little harmonica doesn 't seem to have that problem .
0102_121	monica	so , ross , what 's going on with you ? any stories ? no news , no little anecdotes to share with the folks ?
0102_122	ross	okay okay . look , i , uh- i realise you guys have been wondering what exactly happened between carol and me , and , so , well , here 's the deal . carol 's a lesbian . she 's living with a woman named susan . she 's pregnant with my child , and she and susan are

0102_124	mrs. geller	and you knew about this ?

0102_127	joey	your folks are really that bad , huh ?
0102_128	ross	well , y 'know , these people are pros . they know what they 're doing , they take their time , they get the job done .
0102_129	monica	boy , i know they say you can 't change your parents , boy , if you could- -i 'd want yours .
0102_130	ross	must pee .
0102_131	phoebe	y 'know , it 's even worse when you 're twins .
0102_132	rachel	you 're twins ?
0102_133	phoebe	yeah . we don 't speak . she 's like this high-powered , driven career type .
0102_134	chandler	what does she do ?
0102_135	phoebe	she 's a waitress .
0102_136	rachel	all right , you guys , i kinda gotta clean up now .
0102_137	monica	chandler , you 're an only child , right ? you don 't have any of this .
0102_138	chandler	well , no , although i did have an imaginary friend , who my parents actually preferred .
0102_139	rachel	the lights , please

0102_141	ross	how long was i in there ?
0102_142	rachel	i 'm just cleaning up .
0102_143	ross	d 'ya uh d 'ya need any help ?
0102_144	rachel	uh okay , sure thanks
0102_145	ross	anyway um so , you- uh- you nervous about barry tomorrow ?
0102_146	rachel	oh a little
0102_147	ross	mm-hmm
0102_148	rachel	a lot .
0102_149	ross	mm .
0102_150	rachel	so , got any advice ? y 'know , as someone who 's recently been- dumped ?
0102_151	ross	well , you may wanna steer clear of the word dumped . chances are he 's gonna be this , this broken shell of a man , y 'know , so you should try not to look too terrific , i know it 'll be hard . or , y 'know , uh , hey , i 'll go down
0102_152	rachel	oh , you 've got carol tomorrow when did it get so complicated ?
0102_153	ross	got me .
0102_154	rachel	remember when we were in high school together ?
0102_155	ross	yeah .
0102_156	rachel	i mean , didn 't you think you were just gonna meet somone , fall in love- and that 'd be it ? ross ?
0102_157	ross	yes , yes
0102_158	rachel	oh man , i never thought i 'd be here
0102_159	ross	me either

0102_161	ross	sorry i 'm late , i was stuck at work . there was this big dinosaur thing anyway .

0102_163	susan	hi .
0102_164	carol	ross , you remember susan .
0102_165	ross	how could i forget ?
0102_166	susan	ross .
0102_167	ross	hello , susan . good shake . good shake . so , uh , we 're just waiting for ?
0102_168	carol	dr. oberman .
0102_169	ross	dr. oberman . okay . and is he-
0102_170	susan	she .
0102_171	ross	-she , of course , she- uh- familiar with our special situation ?
0102_172	carol	yes , and she 's very supportive .
0102_173	ross	okay , that 's great . no , i 'm- oh .
0102_174	carol	thanks .
0102_175	ross	quack , quack
0102_176	carol	ross ? that opens my cervix .

0102_178	rachel	barry ?
0102_179	barry	c 'mon in .
0102_180	rachel	are you sure ?
0102_181	barry	yeah it 's fine , it 's fine . robbie 's gonna be here for hours .
0102_182	robbie	huh ?
0102_183	barry	so , how ya doin ?
0102_184	rachel	i 'm- uh- i 'm okay you look great
0102_185	barry	yeah , well
0102_186	bernice	dr. farber , jason greenstein 's gagging .
0102_187	barry	be right there . be back in a sec .

0102_189	rachel	i dumped him .
0102_190	robbie	okay .

0102_192	ross	so , um- so how 's this , uh , how 's this gonna work ? y 'know , with us ? y 'know , when , like , important decisions have to be made ?
0102_193	carol	give me a for instance .
0102_194	ross	well , uh , uh , i don 't know , okay , okay , how about with the , uh , with the baby 's name ?
0102_195	carol	marlon-
0102_196	ross	marlon ?
0102_197	carol	-if it 's a boy , minnie if it 's a girl .
0102_198	ross	as in mouse ?
0102_199	carol	as in my grandmother .
0102_200	ross	still , you- you say minnie , you hear mouse . um , how about , um how about julia ?
0102_201	carol	julia
0102_202	susan	we agreed on minnie .
0102_203	ross	's 'funny , um , uh , we agreed we 'd spend the rest of our lives together . things change , roll with the punches . i believe julia 's on the table ?

0102_205	barry	sorry about that . so . what have you been up to ?
0102_206	rachel	oh , not much . i-i got a job .
0102_207	barry	oh , that 's great .
0102_208	rachel	why are- why are you so tanned ?
0102_209	barry	oh , i , uh- i went to aruba .
